Frame,Marker_0_X,Marker_0_Y,Marker_0_Z,Marker_1_X,Marker_1_Y,Marker_1_Z,Marker_2_X,Marker_2_Y,Marker_2_Z,Marker_3_X,Marker_3_Y,Marker_3_Z,Marker_4_X,Marker_4_Y,Marker_4_Z
179,352.05136,-33.641018,172.4819,488.02402,-148.17406,20.313366,1097.4906,963.0501,964.6388,9.6,11.900001,11.900001,63.0,95.0,29.0
180,391.84708,-37.231453,177.56813,460.3551,-138.89618,17.754414,1081.2694,966.5998,967.7539,10.1,11.6,11.5,63.0,95.0,31.0
181,428.36087,-40.776756,182.40529,428.06644,-129.93774,13.618017,1066.1904,970.41766,971.1413,9.7,11.7,11.7,63.0,95.0,31.0
182,460.75677,-44.32657,186.79715,391.69995,-121.09013,8.410714,1051.8707,974.411,974.9176,9.900001,11.5,11.6,63.0,95.0,31.0
183,489.0608,-47.532192,190.80298,351.89893,-112.59845,2.4522693,1038.3911,978.37006,978.9739,9.900001,11.1,11.900001,63.0,95.0,31.0
184,513.38446,-50.20681,194.15627,309.62973,-104.65346,-4.3210754,1026.1758,982.0311,983.18317,9.400001,11.5,11.900001,63.0,31.0,31.0
185,534.1162,-52.574947,196.82655,264.805,-97.039085,-12.062775,1015.5336,985.27905,987.15875,10.1,11.6,11.7,63.0,31.0,31.0
186,551.4741,-54.71682,198.83167,217.55014,-89.92299,-20.72233,1006.4786,987.936,990.67126,9.900001,11.900001,11.7,127.0,31.0,31.0
187,565.33215,-56.444767,199.9722,168.90114,-83.555244,-30.404417,998.9951,989.8288,993.3391,9.7,11.900001,10.6,127.0,31.0,31.0
188,575.754,-57.6692,200.57854,119.38745,-78.39648,-40.534264,992.74915,990.7016,994.94464,9.7,11.7,10.900001,127.0,31.0,31.0
189,582.7123,-58.694664,200.91913,69.03454,-74.32616,-50.573368,987.20276,990.5704,995.9255,9.900001,11.900001,10.1,127.0,31.0,31.0
190,585.9803,-59.84005,200.75108,18.252434,-71.04059,-60.704185,982.08167,989.7143,996.3652,10.2,12.0,10.6,127.0,31.0,31.0
191,585.467,-60.98553,199.84972,-32.565628,-68.62732,-71.34773,977.2189,988.14435,996.07526,9.900001,12.0,10.1,127.0,31.0,31.0
192,581.27686,-62.093163,198.29884,-83.35261,-67.35158,-81.876976,972.5744,985.7987,995.22217,10.1,11.900001,10.2,127.0,31.0,31.0
193,573.6062,-63.51346,196.14125,-134.20346,-67.7448,-92.13953,968.3022,982.9255,993.6781,10.1,11.7,11.6,127.0,31.0,31.0
194,562.62213,-65.361595,193.15048,-185.1938,-69.76155,-103.48987,964.4585,979.76135,991.24493,10.400001,11.900001,11.900001,127.0,31.0,31.0
195,548.28656,-67.86034,189.3479,-235.91913,-73.552986,-115.592094,960.8859,976.0871,988.3749,10.400001,11.1,11.7,127.0,31.0,31.0
196,530.613,-71.355705,184.7648,-286.06284,-79.15762,-128.2625,957.641,972.20306,985.0623,10.400001,12.0,10.1,127.0,15.0,63.0
197,509.96317,-75.80389,179.10945,-335.43216,-85.923584,-142.07077,954.8775,968.50323,981.22144,10.400001,11.0,10.1,125.0,15.0,31.0
198,486.525,-81.31506,172.32127,-383.0122,-93.39063,-156.3592,952.5556,964.83954,977.38855,10.2,11.7,10.7,125.0,15.0,31.0
199,460.44495,-87.82075,164.59085,-428.03256,-101.62511,-171.40347,950.89044,961.06714,973.65894,10.6,11.5,10.1,127.0,15.0,63.0
200,432.3824,-94.81929,156.0839,-470.0807,-110.694725,-187.84752,950.0457,957.2842,970.0583,10.400001,11.5,10.2,127.0,7.0,31.0
201,403.05173,-101.57406,147.58147,-508.62192,-119.88889,-204.48923,949.7619,954.3054,967.27277,10.900001,11.2,10.400001,127.0,15.0,31.0
202,373.2847,-107.48541,139.71425,-542.8745,-129.18425,-221.0958,949.5566,952.36523,965.33344,9.2,11.7,10.400001,127.0,15.0,63.0
203,343.70694,-113.7849,132.25755,-572.6023,-140.02846,-238.42339,949.07996,951.04456,963.8324,11.900001,11.7,10.900001,123.0,15.0,63.0
204,314.93756,-119.04804,124.98542,-598.52454,-150.6104,-255.62079,948.46436,950.0154,962.8676,10.2,9.2,11.0,127.0,7.0,63.0
205,288.20367,-120.993645,117.724045,-620.6902,-158.09439,-272.4353,947.9399,949.6207,962.4204,10.900001,10.6,11.0,91.0,15.0,63.0
206,264.06598,-123.28001,110.33651,-639.3911,-165.91383,-289.82098,947.7372,950.68005,962.4466,11.0,9.400001,10.400001,95.0,31.0,63.0
207,242.68875,-126.728096,102.651474,-655.3094,-175.39217,-307.62857,948.05,952.80426,963.04156,11.1,7.4,11.0,127.0,31.0,127.0
208,224.2626,-128.97617,94.505905,-668.6016,-183.27286,-325.29913,948.6941,956.17413,964.54407,11.0,11.900001,11.0,127.0,31.0,63.0
209,208.64041,-130.6119,85.80613,-679.0957,-189.62395,-342.99115,949.3379,961.1562,967.38257,11.2,12.2,10.900001,127.0,31.0,63.0
210,195.66415,-131.64151,76.51336,-686.67926,-195.34868,-360.39417,949.857,966.5299,971.3984,11.400001,12.2,10.6,127.0,31.0,63.0
211,185.31728,-131.3388,66.90741,-691.44104,-200.59467,-377.33786,950.21027,971.46405,976.05786,11.0,11.400001,10.6,127.0,31.0,63.0
212,177.43161,-129.63783,57.379627,-693.5841,-205.7878,-394.09192,950.34094,975.84467,981.0269,11.1,11.900001,11.0,127.0,29.0,63.0
213,171.63222,-126.51215,48.34612,-693.61346,-211.38895,-410.68356,950.1378,979.30945,985.8717,11.1,11.7,11.2,127.0,29.0,62.0
214,167.5358,-122.33431,39.968636,-691.6332,-217.93567,-426.89066,949.4449,981.6428,989.7323,11.2,11.5,10.6,127.0,29.0,62.0
215,164.70778,-117.89274,32.035408,-687.5668,-225.17197,-442.6019,948.3132,983.61224,992.54175,11.5,11.2,11.0,127.0,29.0,62.0
216,162.94734,-113.71466,24.216019,-681.9756,-232.9409,-457.85046,947.1839,986.12305,994.80743,11.5,11.400001,10.7,123.0,29.0,63.0
217,162.04144,-109.86814,16.34077,-675.3573,-241.07175,-472.08597,946.43665,988.95294,996.3274,11.0,10.7,10.6,127.0,29.0,63.0
218,161.66037,-106.23528,8.468486,-667.69183,-248.97762,-485.2552,945.98773,991.602,997.14154,10.900001,11.1,11.2,127.0,29.0,63.0
219,161.49144,-102.96778,0.756415,-659.27423,-256.5146,-497.96188,945.8037,993.9021,997.4452,11.0,11.0,11.1,123.0,29.0,63.0
220,161.2812,-100.1083,-6.281668,-650.4823,-263.91165,-510.10873,946.04584,995.7599,996.9755,11.0,10.900001,11.0,127.0,29.0,63.0
221,160.88791,-97.369835,-12.332981,-641.27686,-271.67627,-521.4716,946.73926,997.20447,995.9759,11.1,10.6,11.1,127.0,29.0,63.0
222,160.10944,-94.77196,-17.623913,-631.8296,-279.86075,-532.5091,947.7176,998.3545,994.8878,11.2,10.6,10.7,127.0,13.0,63.0
223,158.91815,-92.701515,-22.343378,-622.53284,-288.00595,-543.3645,948.754,999.5143,993.6703,11.2,10.900001,10.900001,127.0,13.0,47.0
224,157.59763,-90.97863,-26.478252,-613.7007,-296.30344,-553.7703,949.8587,1001.17725,992.3469,11.400001,10.6,11.0,127.0,13.0,47.0
225,156.55511,-88.9592,-29.933294,-605.63495,-305.84348,-564.14813,951.10004,1003.13104,991.1322,11.2,10.400001,10.400001,127.0,12.0,111.0
226,155.96214,-87.06681,-32.333275,-598.50323,-316.22366,-574.71124,952.4544,1004.826,990.149,11.400001,10.1,11.5,127.0,14.0,79.0
227,155.72058,-85.20611,-33.54112,-592.12506,-325.51892,-584.96216,953.921,1006.7704,989.1646,11.1,11.0,11.900001,127.0,14.0,79.0
228,155.62553,-83.837715,-33.95812,-586.33014,-334.98627,-594.93134,955.36206,1008.35364,987.91125,11.1,8.5,12.0,127.0,14.0,79.0
229,155.5074,-84.51998,-34.305916,-581.0721,-346.42944,-605.7843,956.7795,1008.78894,986.6531,11.0,10.6,11.5,127.0,14.0,79.0
230,155.30658,-85.66,-34.161304,-576.06995,-358.79544,-617.0374,958.2892,1009.3773,985.4074,10.900001,11.0,9.2,127.0,14.0,95.0
231,155.03001,-86.28519,-32.664906,-571.1759,-371.56473,-627.29346,960.0067,1010.43066,984.099,11.0,11.7,11.900001,127.0,14.0,87.0
232,154.7062,-87.34951,-30.957514,-566.6878,-384.61066,-637.97925,962.26996,1011.3146,983.25055,10.7,10.400001,12.400001,127.0,14.0,71.0
233,154.26381,-89.237946,-27.695255,-562.9077,-397.37442,-645.0656,965.1864,1011.92,982.22894,10.6,11.1,8.400001,127.0,14.0,87.0
234,153.82835,-92.25746,-27.943308,-559.6976,-409.52332,-659.21204,968.7248,1012.4023,981.6756,11.1,10.400001,12.400001,127.0,14.0,71.0
235,153.45563,-96.73026,-26.629324,-556.854,-421.70358,-668.8723,973.1355,1012.08105,981.9402,11.0,11.5,11.900001,127.0,14.0,87.0
236,152.96478,-101.30448,-25.673151,-554.4405,-433.06482,-678.0953,978.2753,1011.2938,982.5275,10.6,7.6,12.2,127.0,30.0,87.0
237,152.3913,-105.06408,-24.690308,-552.7364,-442.24728,-687.30994,983.7256,1011.62756,983.0838,10.900001,8.400001,12.5,127.0,30.0,83.0
238,151.91081,-110.10383,-23.262611,-551.8741,-451.27908,-695.8494,989.42645,1012.46783,983.49805,10.900001,11.400001,11.5,127.0,14.0,55.0
239,151.58173,-116.06918,-21.371304,-551.7305,-460.85474,-703.01874,995.3826,1013.18115,984.3666,11.0,11.5,11.400001,127.0,14.0,119.0
240,151.49353,-121.7171,-19.167503,-552.06335,-469.70163,-709.48096,1001.441,1014.04736,986.16876,11.0,10.6,11.2,63.0,14.0,119.0
241,151.93492,-127.10615,-16.665571,-552.4563,-477.83105,-715.19666,1007.74286,1015.1092,989.167,10.900001,11.5,11.7,63.0,14.0,119.0
242,153.18292,-131.97513,-13.835331,-553.4036,-485.7532,-720.05817,1014.1558,1016.115,993.24286,9.900001,11.7,11.5,127.0,14.0,119.0
243,154.79951,-136.43173,-10.788873,-555.5983,-493.35306,-724.50433,1019.81714,1016.62854,998.089,9.7,11.5,11.5,127.0,14.0,119.0
244,156.30911,-140.03981,-7.78497,-558.07416,-499.91016,-728.351,1024.8851,1016.7603,1003.26697,11.0,11.1,11.7,63.0,14.0,119.0
245,158.06522,-142.90094,-4.9780946,-559.87024,-504.79108,-730.6387,1030.2535,1016.8061,1008.08655,9.900001,11.400001,11.400001,63.0,14.0,119.0
246,159.98308,-145.93332,-2.5590472,-561.4975,-508.02933,-730.96313,1035.8335,1016.93445,1012.48627,9.6,11.400001,11.0,63.0,14.0,119.0
247,161.88087,-148.38983,-0.9174135,-563.415,-510.46683,-730.24744,1041.1876,1016.7514,1016.548,10.400001,11.0,11.7,63.0,14.0,119.0
248,163.98886,-149.78123,0.09512887,-565.1346,-512.5288,-729.86975,1046.3141,1016.6587,1020.3125,11.0,9.400001,11.7,63.0,15.0,119.0
249,166.10913,-151.22911,0.85741603,-566.4049,-513.9355,-730.0217,1051.2762,1017.0542,1023.87885,11.1,10.6,11.7,63.0,15.0,119.0
250,167.79079,-152.19604,1.1677628,-567.5902,-514.6383,-730.6059,1055.8853,1016.9447,1027.067,10.6,10.7,11.7,63.0,15.0,119.0
251,168.97914,-151.81618,0.9854742,-568.4432,-515.0449,-731.90063,1059.8558,1016.4526,1029.8682,10.6,10.900001,11.900001,63.0,15.0,119.0
252,169.82983,-150.47725,0.5029513,-568.5666,-515.7472,-733.6604,1063.1108,1015.91895,1032.1316,11.1,10.6,12.0,63.0,15.0,119.0
253,170.17467,-148.68967,-0.4209523,-568.364,-517.1621,-735.98663,1065.5106,1014.9881,1033.6831,10.7,11.0,11.900001,63.0,15.0,119.0
254,169.8397,-146.47089,-1.9487059,-568.05493,-518.79095,-739.0241,1066.8356,1013.7214,1034.6667,11.0,10.400001,11.900001,63.0,15.0,119.0
255,168.8528,-144.07559,-3.995936,-567.36975,-520.2877,-742.4031,1067.2249,1012.3313,1035.0363,11.1,9.900001,11.7,63.0,15.0,119.0
256,167.41234,-142.61647,-6.338397,-566.5238,-522.48004,-745.75867,1066.8109,1010.98065,1034.5266,11.0,10.400001,11.6,63.0,15.0,127.0
257,165.6565,-141.8477,-8.684232,-566.0212,-525.6218,-749.4347,1065.5122,1009.77185,1032.9801,11.1,9.900001,11.7,63.0,15.0,127.0
258,163.49237,-139.96674,-10.571358,-565.75726,-528.6643,-754.21075,1063.1458,1008.91296,1030.8243,11.0,8.900001,11.5,63.0,15.0,127.0
259,160.7908,-136.38695,-11.868379,-565.44885,-530.7399,-759.906,1059.4424,1008.3547,1028.567,10.6,10.7,11.900001,63.0,15.0,127.0
260,157.59268,-133.06474,-13.018017,-565.32245,-533.1514,-765.75586,1054.2139,1007.2297,1026.1981,10.900001,5.9,11.5,63.0,15.0,127.0
261,154.17346,-131.75015,-14.519926,-565.5554,-537.3058,-771.5208,1047.3876,1004.6379,1023.67737,10.900001,8.900001,11.1,63.0,15.0,119.0
262,150.8501,-131.42978,-16.423347,-566.1765,-542.3787,-777.2495,1039.1718,1000.82874,1020.826,11.0,8.5,11.400001,63.0,15.0,119.0
263,147.78783,-130.80629,-18.255768,-567.40735,-547.0442,-782.73285,1029.8478,996.5662,1017.13306,10.6,11.7,11.5,63.0,15.0,119.0
264,144.91641,-130.19014,-19.732548,-569.30457,-551.0093,-787.9471,1019.5378,992.09296,1012.87494,11.0,11.2,11.1,63.0,15.0,119.0
265,141.89809,-130.04381,-21.150747,-572.05426,-555.39764,-793.44086,1008.27576,987.4384,1009.5603,11.1,11.5,11.5,63.0,31.0,119.0
266,138.15767,-130.4601,-22.793411,-575.73724,-560.5687,-798.87604,996.20135,983.06915,1008.52094,11.0,8.400001,11.6,63.0,31.0,119.0
267,133.41978,-130.70082,-24.721588,-580.22064,-564.5172,-803.5042,983.70496,980.4432,1009.70294,11.0,6.4,11.2,63.0,31.0,119.0
268,128.0818,-130.88026,-26.992466,-585.6861,-567.47955,-807.57745,971.2683,980.2331,1011.9094,11.0,11.0,11.900001,63.0,31.0,119.0
269,122.876945,-131.52507,-26.469337,-592.28503,-571.11115,-805.93506,959.5592,981.1092,1013.7415,11.0,9.6,6.5,63.0,31.0,63.0
270,118.5631,-131.327,-26.98206,-600.69196,-574.16693,-808.7041,948.9416,982.42596,1015.715,11.0,10.400001,8.3,63.0,31.0,127.0
271,114.86994,-129.49518,-27.529633,-609.81915,-576.20404,-813.95013,939.874,984.28973,1017.96893,10.1,10.2,10.2,63.0,31.0,127.0
272,111.5017,-126.37565,-27.542925,-619.26276,-578.1841,-819.6052,932.09033,986.5455,1020.32446,9.400001,11.400001,11.0,63.0,31.0,127.0
273,109.04724,-122.87167,-27.397276,-631.3642,-580.45966,-825.392,924.6869,989.13306,1022.48956,11.400001,11.6,11.400001,63.0,31.0,127.0
274,106.84452,-119.7533,-26.77118,-644.8979,-582.7133,-829.27075,918.00574,991.92145,1024.0063,11.0,11.900001,9.1,63.0,31.0,127.0
275,104.23593,-116.91984,-25.275127,-658.2158,-584.68365,-830.241,912.174,994.6965,1024.9413,10.900001,11.1,11.7,63.0,31.0,87.0
276,101.58227,-114.154785,-23.846722,-671.84546,-586.6037,-831.5145,907.042,997.1008,1026.1108,11.400001,11.5,12.2,63.0,31.0,67.0
277,99.012375,-111.41391,-22.917635,-685.5954,-588.51154,-834.1787,902.5524,999.1399,1027.3983,11.0,11.2,11.6,63.0,31.0,71.0
278,96.60076,-108.77255,-21.934206,-699.5551,-589.6252,-836.2851,898.4893,1001.18866,1028.2643,10.6,11.1,11.900001,63.0,31.0,71.0
279,94.682175,-106.81292,-20.907084,-714.03827,-590.1854,-837.767,894.8173,1003.0597,1028.8854,10.6,8.8,11.900001,63.0,31.0,71.0
280,93.59182,-105.95301,-20.120075,-728.7895,-591.8876,-839.54663,891.41174,1004.106,1029.551,11.0,8.400001,11.900001,63.0,31.0,71.0
281,93.11053,-105.088036,-18.267464,-743.23615,-594.2388,-838.7049,888.3159,1004.16046,1029.5353,11.400001,7.0,8.3,63.0,31.0,99.0
282,92.898674,-103.643105,-18.410795,-757.3335,-596.0149,-841.1351,885.56415,1003.55115,1029.7664,11.2,11.5,9.6,63.0,31.0,111.0
283,92.60246,-102.54583,-19.08184,-771.1615,-597.4605,-844.8134,882.95215,1002.9454,1029.7223,11.5,11.7,11.0,63.0,31.0,111.0
284,91.95172,-102.068474,-19.263548,-784.3938,-598.73694,-847.9134,880.3519,1002.6117,1029.4833,11.400001,11.2,10.900001,63.0,31.0,47.0
285,91.14561,-101.873924,-19.514692,-797.02094,-599.841,-850.5876,877.8376,1002.37933,1029.159,11.2,11.5,9.400001,63.0,31.0,47.0
286,90.22859,-101.84525,-19.2266,-808.9895,-601.06256,-851.61255,875.45483,1002.17847,1028.9999,11.400001,11.400001,8.0,63.0,31.0,47.0
287,89.29448,-102.03454,-18.062891,-820.14746,-602.1571,-850.9126,873.23236,1001.9645,1029.2289,11.6,11.900001,11.0,63.0,31.0,15.0
288,88.60265,-102.39892,-17.414074,-830.9466,-603.0562,-850.8819,871.2448,1001.85986,1029.3662,11.1,11.7,11.1,63.0,31.0,15.0
289,88.132225,-102.76238,-17.349371,-841.1636,-604.0418,-851.73193,869.4603,1001.8519,1029.2656,11.0,11.7,11.0,63.0,31.0,15.0
290,87.860596,-103.05613,-16.863691,-850.3724,-604.89374,-851.90625,867.86145,1001.90015,1029.0692,11.2,11.5,11.5,63.0,31.0,15.0
291,87.70071,-103.46642,-16.234085,-859.1413,-605.7013,-851.794,866.5954,1002.1187,1028.9858,11.400001,11.1,10.400001,63.0,31.0,47.0
292,87.68519,-103.94865,-16.140186,-867.41486,-606.6858,-852.66595,865.7528,1002.42065,1029.1068,11.0,11.5,10.400001,63.0,31.0,47.0
293,87.91423,-104.373795,-16.364897,-874.90265,-607.65546,-853.8733,865.2402,1002.83527,1029.2094,11.0,11.0,10.6,63.0,31.0,47.0
294,88.13782,-104.991196,-16.40538,-881.8649,-608.8813,-854.4993,864.977,1003.35724,1029.2849,11.2,11.0,11.0,63.0,31.0,47.0
295,88.18785,-105.6043,-16.318424,-888.2567,-610.2091,-855.02466,864.8107,1003.8052,1029.3323,10.900001,9.1,10.1,63.0,31.0,59.0
296,88.25583,-105.95888,-16.446768,-893.77325,-610.7226,-855.83655,864.58307,1004.2403,1029.3296,9.1,11.5,10.7,63.0,31.0,63.0
297,88.593506,-106.36577,-16.773039,-898.529,-611.0764,-856.6787,864.4113,1004.757,1029.4154,8.8,11.5,10.6,63.0,15.0,63.0
298,89.112206,-106.905365,-17.094067,-902.7812,-612.0389,-857.384,864.27795,1005.3135,1029.54,9.400001,11.2,11.1,127.0,15.0,63.0
299,89.36958,-107.34424,-17.396355,-906.06024,-612.8825,-857.9725,864.0966,1005.7897,1029.5308,9.2,11.5,11.1,127.0,15.0,59.0
300,89.05476,-107.871895,-17.632875,-908.3488,-613.4264,-858.2348,863.76,1006.1088,1029.3656,9.2,11.1,11.2,127.0,15.0,59.0
301,88.363,-108.57477,-17.78362,-910.0851,-613.8243,-858.2918,863.15674,1006.2836,1029.2299,11.0,10.900001,11.1,127.0,15.0,63.0
302,87.78326,-109.11618,-17.892334,-911.2541,-613.911,-858.39526,862.4973,1006.532,1029.1566,10.900001,11.5,11.1,127.0,15.0,59.0
303,87.15305,-109.317986,-18.069351,-911.94434,-613.58325,-858.51697,861.90717,1007.0652,1029.0752,11.0,11.2,11.0,127.0,15.0,63.0
304,86.272896,-109.422874,-18.36816,-912.4403,-612.9462,-858.74994,861.40393,1007.7808,1029.0518,11.2,10.1,11.0,63.0,15.0,59.0
305,85.675964,-109.62872,-18.64116,-912.68787,-612.7164,-859.03906,860.9855,1008.5615,1029.0012,11.2,9.7,11.1,63.0,15.0,63.0
306,85.41757,-110.04524,-18.888601,-912.464,-613.0105,-859.2234,860.6541,1009.09344,1029.0197,11.1,9.6,10.900001,63.0,15.0,63.0
307,85.253395,-111.2712,-19.125563,-912.0328,-613.73944,-859.33905,860.51996,1008.8957,1029.1185,11.0,9.1,11.0,63.0,15.0,59.0
308,85.30353,-112.15151,-19.262417,-911.5045,-614.17596,-859.3254,860.4943,1008.92474,1029.033,11.2,11.0,11.0,63.0,15.0,59.0
309,85.43004,-112.105415,-19.362238,-910.5812,-613.6439,-859.2146,860.42554,1009.5002,1028.8641,11.5,8.900001,10.7,63.0,15.0,63.0
310,85.475586,-112.84577,-19.424486,-909.31116,-613.32007,-859.1626,860.3601,1009.4716,1028.7891,11.5,8.900001,10.6,63.0,15.0,63.0
311,85.548515,-113.98182,-19.427572,-907.81494,-613.4522,-859.1666,860.3753,1009.3757,1028.7333,11.400001,7.9,10.7,63.0,15.0,59.0
312,85.71816,-114.8903,-19.379223,-906.15015,-613.98914,-859.0884,860.387,1009.5214,1028.5852,11.2,7.8,10.7,63.0,15.0,59.0
313,86.05832,-115.80488,-19.26957,-904.6056,-614.7635,-858.82104,860.41174,1009.5363,1028.3868,11.5,10.7,10.900001,63.0,15.0,63.0
314,86.43312,-115.98065,-19.16021,-903.0712,-614.84863,-858.6652,860.54193,1010.37964,1028.2648,11.5,10.6,10.7,63.0,15.0,63.0
315,86.78852,-115.812996,-19.258406,-901.258,-614.7159,-858.8234,860.73816,1011.5679,1028.1671,11.400001,8.400001,10.7,63.0,15.0,63.0
316,87.199974,-116.52839,-19.495079,-899.55237,-614.9844,-858.9968,860.8922,1011.34784,1028.0027,11.5,9.900001,11.1,63.0,15.0,47.0
317,87.56854,-117.67593,-19.47982,-898.08203,-615.35596,-858.9537,860.8722,1010.45795,1027.7941,11.0,10.6,10.7,63.0,15.0,47.0
318,87.867966,-118.39688,-19.347574,-896.39124,-615.5952,-858.83716,860.84143,1010.2253,1027.6091,11.0,10.400001,10.7,63.0,15.0,47.0
319,88.08542,-118.733696,-19.196938,-894.4401,-615.77997,-858.6865,860.82306,1010.2924,1027.519,11.1,10.400001,10.6,63.0,15.0,47.0
320,88.20376,-118.571945,-18.890821,-892.4983,-615.73694,-858.4591,860.63257,1010.6846,1027.5465,11.400001,10.900001,10.900001,63.0,15.0,47.0
321,88.187935,-118.16595,-18.610847,-890.56396,-615.4025,-858.31995,860.3654,1012.02423,1027.6652,11.0,9.900001,10.7,63.0,15.0,47.0
322,88.262184,-118.39734,-18.427153,-888.7889,-615.28595,-858.1858,860.0972,1013.0441,1027.7314,11.0,7.8,10.900001,63.0,15.0,47.0
323,88.614296,-119.231026,-18.129297,-887.2329,-615.28516,-857.8796,859.785,1012.7302,1027.6292,11.0,10.1,10.6,63.0,15.0,47.0
324,88.897125,-119.74622,-17.621384,-885.60187,-614.9125,-857.32367,859.4189,1012.5746,1027.4144,11.1,10.1,10.400001,63.0,15.0,47.0
325,89.07881,-119.76627,-16.982182,-884.02734,-614.4413,-856.75037,859.0197,1012.9812,1027.2567,11.400001,8.900001,10.400001,63.0,15.0,47.0
326,89.379944,-119.94734,-16.272501,-882.471,-614.2069,-856.471,858.4699,1013.0236,1027.2665,11.0,8.900001,10.1,63.0,15.0,47.0
327,89.66483,-120.5624,-15.84648,-880.90393,-613.94476,-856.47485,857.5161,1012.825,1027.2802,10.7,9.1,10.400001,63.0,15.0,47.0
328,89.845055,-121.41703,-15.475576,-879.55115,-613.51624,-856.4516,856.0883,1012.80994,1027.156,11.0,8.900001,11.1,63.0,15.0,15.0
329,90.0066,-122.379196,-14.284074,-878.28796,-613.1804,-855.50964,854.3741,1012.9019,1026.7882,11.0,9.1,11.5,63.0,15.0,15.0
330,90.08448,-123.17849,-12.180258,-876.7502,-612.9796,-853.5124,852.4025,1012.97614,1026.3628,11.0,9.400001,11.5,63.0,15.0,11.0
331,90.066216,-123.57775,-9.771989,-874.98035,-612.29425,-851.2805,850.10254,1012.99365,1026.1731,11.400001,8.1,10.7,63.0,15.0,11.0
332,90.039474,-125.26494,-7.633687,-873.3337,-612.00616,-849.06866,847.6067,1013.35114,1025.98,11.0,7.8,11.0,63.0,15.0,15.0
333,89.766075,-128.45741,-5.587674,-871.7079,-612.47046,-846.8333,845.106,1014.07294,1025.7231,10.900001,9.6,11.5,63.0,30.0,15.0
334,89.02116,-130.33742,-3.298642,-869.7739,-611.6054,-844.271,842.6295,1014.796,1025.3076,11.2,10.400001,11.2,63.0,31.0,15.0
335,87.94916,-131.76762,-1.0770193,-867.1724,-610.34985,-841.59906,840.0057,1015.69696,1024.4841,10.7,8.3,11.0,63.0,31.0,11.0
336,86.55505,-134.53543,1.1278858,-863.8734,-609.9474,-838.6928,837.4695,1016.6741,1023.6402,11.0,11.2,8.400001,63.0,15.0,63.0
337,84.508896,-137.4479,3.5933437,-860.04956,-609.1675,-833.7549,835.22943,1017.6699,1023.1378,11.1,9.1,9.7,63.0,31.0,63.0
338,81.537834,-139.83823,6.338182,-855.2929,-607.5768,-827.0624,833.12415,1019.1005,1022.7705,11.0,6.1,10.400001,63.0,31.0,127.0
339,77.88576,-142.14326,9.596348,-849.55206,-605.22626,-820.17596,831.3054,1021.0087,1022.4818,11.5,11.400001,11.5,63.0,31.0,127.0
340,73.98142,-144.9056,12.752549,-843.50006,-602.15106,-814.4478,829.89404,1022.67755,1021.70026,10.7,11.6,9.6,63.0,31.0,127.0
341,69.74426,-147.95966,15.428083,-836.8454,-598.34454,-810.0482,828.9654,1023.82574,1020.32086,10.900001,12.0,7.6,31.0,31.0,95.0
342,65.25261,-151.33473,18.456526,-828.7976,-599.3386,-803.9749,828.69946,1024.5831,1019.438,10.7,12.0,8.900001,31.0,31.0,95.0
343,60.51987,-154.8925,21.49264,-820.2303,-596.6255,-796.11676,829.20825,1025.9567,1019.16943,9.900001,11.7,8.0,31.0,31.0,95.0
344,55.668995,-158.44542,24.005564,-811.4892,-595.1906,-788.6093,830.3908,1026.8094,1019.0489,11.7,11.2,11.400001,95.0,31.0,95.0
345,51.815765,-162.0325,26.463469,-801.5896,-594.50104,-780.93353,832.0381,1027.2883,1018.7833,11.0,12.0,11.2,95.0,31.0,95.0
346,49.651493,-165.56488,28.744822,-790.41724,-593.61316,-773.3218,834.01685,1027.6855,1018.0093,11.6,11.5,11.2,95.0,31.0,95.0
347,48.93061,-168.90846,30.6656,-778.7445,-592.0536,-766.97064,836.1101,1028.023,1016.56244,8.900001,11.5,12.2,95.0,31.0,31.0
348,49.029415,-171.94464,32.8217,-768.1005,-589.8066,-758.27924,838.27997,1028.2207,1016.2962,11.2,11.6,11.0,95.0,31.0,31.0
349,49.857487,-174.5979,34.795925,-751.2208,-587.5279,-750.2713,841.71313,1028.2717,1015.79236,11.0,12.2,10.900001,63.0,31.0,63.0
350,52.6952,-176.77621,36.87723,-743.6694,-585.2938,-741.54584,842.5562,1028.1431,1015.3009,10.6,11.900001,11.900001,63.0,31.0,63.0
351,56.370342,-178.66962,39.018444,-726.27527,-582.5345,-732.96533,844.71783,1027.8636,1014.7411,11.5,11.6,11.7,63.0,31.0,63.0
352,60.68103,-180.38652,40.923622,-709.6332,-579.5207,-724.86554,846.6875,1027.4409,1014.14825,11.5,11.5,11.5,63.0,31.0,63.0
353,65.47865,-181.78345,42.60323,-693.2282,-576.271,-716.4789,848.3209,1027.0193,1013.59314,11.2,12.2,11.7,63.0,31.0,63.0
354,70.56106,-182.95999,44.167606,-676.4779,-572.85565,-707.8568,849.48566,1026.7001,1013.0689,11.900001,11.7,11.7,63.0,31.0,63.0
355,75.901825,-184.05435,45.45782,-659.27826,-569.1062,-699.8808,850.199,1026.3102,1012.5166,11.6,11.5,11.900001,63.0,31.0,63.0
356,81.418526,-185.181,46.490013,-641.8019,-564.72363,-692.33936,850.7088,1025.6559,1012.1219,11.6,11.5,10.2,63.0,31.0,63.0
